Bellek Boyutu(GB),İşlemci Üreticisi,Ekran Kartı Modeli,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ekran Kartı Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
2.0,NVIDIA,GeForce GTX 750,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-pirate-myth-s-gtx750-nvidia-gddr5-128-bit-tek-fan-2-gb-ekran-karti-fiyatlari,1009788746",Turbox Pirate Myth S GTX750 Nvidia GDDR5 128 Bit Tek Fan 2 GB Ekran Kartı,1679.99,1744.0,3.35,0,181,492,174
4.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-sapphire-radeon-rx-550-pulse-4gb-11268-01-20g-ekran-karti-fiyatlari,62849129",Sapphire Radeon RX 550 Pulse 4GB 11268-01-20G Ekran Kartı,2299.0,2424.0,,0,10,404,455
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-geforce-rtx-3070-oc-rog-strix-rtx3070-o8g-gaming-8gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,660647146",Asus ROG Strix GeForce RTX 3070 OC ROG-STRIX-RTX3070-O8G-GAMING 8GB GDDR6 256Bit DX12 Gaming Ekran Kartı,18749.0,23848.0,22.449,2,2,519,176
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3070-aorus-master-8gb-gddr6-256bit-dx12-nvidia-ekran-karti-fiyatlari,884799846",GIGABYTE GeForce RTX 3070 AORUS MASTER 8GB GDDR6 256Bit DX12 Nvidia Ekran Kartı,18350.0,19475.0,22.449,2,433,472,149
4.0,AMD,Radeon R7 260,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-knight-zen-n-r7-240-amd-ddr3-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,872038688",Turbox Knight Zen N R7 240 Amd DDR3 128 Bit Tek Fan 4 GB Ekran Kartı,1096.1,1316.0,2.892,0,85,423,284
6.0,AMD,Radeon RX 5600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asrock-rx5600xt-cld-6go-amd-radeon-rx-5600-xt-6-gb-gddr6-ekran-karti-fiyatlari,627728218",Asrock RX5600XT CLD 6GO AMD Radeon RX 5600 XT 6 GB GDDR6 Ekran Kartı,15260.75,15954.0,13.816,2,490,414,406
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-nvidia-geforce-rtx-3050-ghost-ne63050019p1-190ab-8-gb-gddr6-128-bit-ekran-karti-fiyatlari,1223525442",Gainward NVIDIA GeForce RTX 3050 Ghost NE63050019P1-190AB 8 GB GDDR6 128 Bit Ekran Kartı,6217.71,6759.0,12.709,0,254,80,412
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rtx3060-o12g-v2-dual-geforce-rtx-3060-oc-12gb-gddr6-192bit-dx12-gaming-ekran-karti-fiyatlari,853409740",Asus DUAL-RTX3060-O12G-V2 Dual GeForce RTX 3060 OC 12GB GDDR6 192Bit DX12 Gaming Ekran Kartı,9619.0,10997.0,17.156,2,26,328,375
4.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-nvidia-seclife-gt730-4gb-ddr5-128bit-16x-hdmi-dvi-vga-ekran-karti-fiyatlari,72888741",Nvidia Seclife GT730 4GB DDR5 128Bit 16X HDMI DVI VGA Ekran Kartı,1314.04,1552.0,,0,273,493,160
4.0,NVIDIA,GeForce GTX 750 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-venom-titan-m-gtx750ti-nvidia-gddr5-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,900719482",Turbox Venom Titan M GTX750TI Nvidia GDDR5 128 Bit Tek Fan 4 GB Ekran Kartı,2119.58,2208.0,3.9,0,235,477,239
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-rtx-3050-rog-strix-oc-rog-strix-rtx3050-o8g-gaming-8-gb-gddr6-128-bit-ekran-karti-fiyatlari,1289523592",Asus GeForce RTX 3050 ROG Strix OC ROG-STRIX-RTX3050-O8G-GAMING 8 GB GDDR6 128 Bit Ekran Kartı,8337.0,8348.0,12.709,0,135,19,144
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rtx3050-o8g-8-gb-gddr6-hdmi-128-bit-ekran-karti-fiyatlari,1840884290",Asus DUAL-RTX3050-O8G 8 GB GDDR6 HDMI 128 Bit Ekran Kartı,7744.95,8450.0,12.709,0,470,143,19
24.0,NVIDIA,RTX A6000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcqrtx6000-pb-nvidia-quadro-rtx-6000-24-gb-gddr6-ekran-karti-fiyatlari,627707557",Pny VCQRTX6000-PB Nvidia Quadro RTX 6000 24 GB GDDR6 Ekran Kartı,103455.9,108840.0,22.129,1,359,360,289
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-rtx-3060-ti-eagle-gv-n306teagle-8gd-8gb-gddr6-256-bit-ekran-karti-fiyatlari,686585736",Gigabyte GeForce RTX 3060 Ti Eagle GV-N306TEAGLE-8GD 8GB GDDR6 256 Bit Ekran Kartı,10572.03,10936.0,20.544,2,108,244,431
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-vga-n730k-2gd3hlpv1-gt730-2-gb-ddr3-64-gb-dx12-pcie-2-0-x16-1xvga-1xdvi-1xhdmi-ekran-karti-fiyatlari,936080838",MSI VGA N730K-2GD3H/LPV1 GT730 2 GB DDR3 64 GB DX12 PCIE 2.0 X16 1XVGA 1XDVI 1XHDMI Ekran Kartı,1563.87,1798.0,9.641,0,166,365,432
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-geforce-rtx-3070-8gb-256bit-gddr6-dual-rtx3070-8g-ekran-karti-fiyatlari,671076599",Asus Dual GeForce RTX 3070 8GB 256Bit GDDR6 DUAL-RTX3070-8G Ekran Kartı,15186.51,18975.0,22.449,2,45,464,363
8.0,NVIDIA,RTX A4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-quadro-rtx-4000-vcqrtx4000-pb-8gb-gddr6-256bit-pci-express-3-0-ekran-karti-fiyatlari,612298843",PNY Quadro RTX 4000 VCQRTX4000-PB 8GB GDDR6 256Bit PCI Express 3.0 Ekran Kartı,20600.0,26220.0,18.953,2,241,472,136
16.0,AMD,Radeon RX 6800 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-sapphire-amd-radeon-rx-6800-xt-se-nitro-11304-01-20g-16-gb-gddr6-256-bit-ekran-karti-fiyatlari,725493005",Sapphire AMD Radeon RX 6800 XT SE Nitro+ 11304-01-20G 16 GB GDDR6 256 Bit Ekran Kartı,15897.6,26848.0,24.655,2,4,64,467
4.0,AMD,Radeon R9 370,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-amd-radeon-r9-370-afr9370-4096d5h4-4-gb-gddr5-256-bit-ekran-karti-fiyatlari,1061154198",Afox AMD Radeon R9 370 AFR9370-4096D5H4 4 GB GDDR5 256 Bit Ekran Kartı,2642.02,3116.0,4.722,0,492,243,322
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-nvidia-geforce-gtx-1050-ti-venom-titan-s-4-gb-128-bit-gddr5-dx12-ekran-karti-fiyatlari,942576920",Turbox NVIDIA GeForce GTX 1050 Ti Venom Titan S 4 GB 128 Bit GDDR5 DX12 Ekran Kartı,3290.65,3460.0,6.296,0,252,13,66
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-ph-gt1030-o2g-2-gb-ddr5-ekran-karti-fiyatlari,48698331",Asus PH-GT1030-O2G 2 GB DDR5 Ekran Kartı,2050.29,2339.0,2.507,0,7,329,206
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-gaming-geforce-rtx-3070-twin-edge-oc-lhr-zt-a30700h-10plhr-8-gb-gddr6-ekran-karti-fiyatlari,962543928",Zotac Gaming GeForce RTX 3070 Twin Edge OC LHR ZT-A30700H-10PLHR 8 GB GDDR6 Ekran Kartı,18707.59,24582.0,22.449,2,344,176,519
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-rx-6500-xt-dual-o4g-4-gb-gddr6-64-bit-ekran-karti-fiyatlari,1232940723",Asus Radeon RX 6500 XT Dual O4G 4 GB GDDR6 64 Bit Ekran Kartı,4399.0,4824.0,9.419,0,250,410,320
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-geforce-gtx-1650-dual-gtx1650-4g-4gb-128bit-gddr5-pci-e-3-0-ekran-karti-fiyatlari,289315127",Asus Dual GeForce GTX 1650 DUAL-GTX1650-4G 4GB 128Bit GDDR5 PCI-E 3.0 Ekran Kartı,4360.28,5026.0,7.838,0,279,170,510
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-rog-strix-rtx-3070-gaming-oc-8gb-gddr6-256bit-nvidia-ekran-karti-fiyatlari,887642054",ASUS GeForce ROG STRIX RTX 3070 GAMING OC 8GB GDDR6 256Bit Nvidia Ekran Kartı,15998.99,23237.0,22.449,2,135,31,351
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-thewis-gt740-nvidia-gddr3-128-bit-tek-fan-4-gb-ekran-karti-fiyatlari,949292277",Turbox Thewis GT740 Nvidia GDDR3 128 Bit Tek Fan 4 GB Ekran Kartı,1119.0,1170.0,9.641,0,235,246,462
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-gv-n1030d4-2gl-geforce-gt-1030-low-profile-d4-2gb-ekran-karti-fiyatlari,817144450",Gigabyte GV-N1030D4-2GL Geforce GT 1030 Low Profile D4 2GB Ekran Kartı,2121.17,2230.0,2.507,0,287,187,122
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-ventus-xs-d6-geforce-gtx-1650-oc-4gb-gddr6-128bit-pci-e-3-0-x16-ekran-karti-fiyatlari,883640166",MSI Ventus XS D6 GeForce GTX 1650 OC 4GB GDDR6 128Bit PCI-E 3.0 X16 Ekran Kartı,4708.2,5080.0,7.838,0,76,493,141
4.0,AMD,Radeon RX 560,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-dual-rx560-4-gb-gddr5-128-bit-1199-mhz-ekran-karti-fiyatlari,1707873246",Asus Radeon Dual RX560 4 GB GDDR5 128 Bit 1199 MHz Ekran Kartı,2808.99,3399.0,3.629,0,46,459,210
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-amd-radeon-rx-6900-xt-master-gv-r69xtaorus-m-16gd-16-gb-gddr6-256-bit-ekran-karti-fiyatlari,767339735",Gigabyte AMD Radeon RX 6900 XT Master GV-R69XTAORUS M-16GD 16 GB GDDR6 256 Bit Ekran Kartı,25064.58,25908.0,26.814,1,326,326,388
6.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-ph-gtx1660-o6g-gddr6-6gb-192bit-hdmi-ekran-karti-fiyatlari,333720397",Asus PH-GTX1660-O6G GDDR6 6GB 192Bit HDMI Ekran Kartı,10809.0,10929.0,11.753,0,452,415,265
4.0,AMD,Radeon RX 560,"https://www.cimri.com/ekran-kartlari/en-ucuz-axle-radeon-rx560-rx5604gd5p8dipd-4gb-128bit-ddr5-dual-fan-ekran-karti-fiyatlari,1226708956",Axle Radeon RX560 RX5604GD5P8DIPD 4GB 128Bit DDR5 Dual Fan Ekran Kartı,2630.4,2946.0,3.629,0,477,264,477
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-rtx-3070-noctua-oc-8gb-gddr6-256-bit-dx12-gaming-ekran-karti-fiyatlari,1479355602",Asus GeForce RTX 3070 Noctua OC  8GB GDDR6 256 Bit DX12 Gaming Ekran Kartı,20998.99,20999.0,22.449,2,18,443,518
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt730-n730k-4gd3oc-4-gb-ddr3-64-bit-ekran-karti-fiyatlari,897984919",MSI NVIDIA GeForce GT730 N730K-4GD3/OC 4 GB DDR3 64 Bit Ekran Kartı,2292.26,2651.0,9.641,0,91,91,296
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-gtx-1650-oc-gv-n1650oc-4gd-4gb-gddr6-128bit-dx12-gaming-ekran-karti-fiyatlari,473608695",Gigabyte GeForce GTX 1650 OC GV-N1650OC-4GD 4GB GDDR6 128Bit DX12 Gaming Ekran Kartı,5428.0,6105.0,7.838,0,119,296,91
2.0,AMD,Radeon R7 260,"https://www.cimri.com/ekran-kartlari/en-ucuz-quadro-r72402gd5-2gb-amd-r7-240-2gd5-ddr5-128bit-hdmi-dvi-vga-16x-ekran-karti-fiyatlari,59057351",Quadro R72402GD5 2GB AMD R7 240 2GD5 DDR5 128bit HDMI DVI VGA 16X Ekran Kartı,1532.92,1840.0,2.892,0,141,212,524
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcggt10302pb-bb-gt-1030-2-gb-gddr5-64-bit-ekran-kartlari-fiyatlari,1037071356",Pny VCGGT10302PB-BB GT 1030 2 GB GDDR5 64 Bit Ekran Kartları,2025.06,2102.0,2.507,0,418,178,290
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-geforce-gtx-1650-oc-low-profile-gv-n1650oc-4gl-4-gb-gddr5-128-bit-ekran-karti-fiyatlari,814398402",Gigabyte GeForce GTX 1650 OC Low Profile GV-N1650OC-4GL 4 GB GDDR5 128 Bit Ekran Kartı,4585.18,5036.0,7.838,0,455,510,156
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-galax-36nol7md1voc-geforce-rtx3060-1-click-oc-lhr-12-gb-192-bit-gddr-6-rtx-3060-ekran-karti-fiyatlari,1591035118",Galax 36NOL7MD1VOC Geforce Rtx3060 1-Click Oc Lhr 12 GB 192 Bit Gddr 6 Rtx 3060 Ekran Kartı,7899.0,8063.0,17.156,2,29,95,350
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-radeon-rx-6500-xt-eagle-gv-r65xteagle-4gd-4gb-64-bit-gddr6-ekran-karti-fiyatlari,1547363995",Gigabyte Radeon RX 6500 XT Eagle GV-R65XTEAGLE-4GD 4GB 64 Bit GDDR6 Ekran Kartı,4320.0,6914.0,9.419,0,416,54,536
8.0,AMD,Radeon RX 6600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-radeon-rx6600xt-gaming-oc-pro-8g-gv-r66xtgamingoc-pro-8gd-8-gb-gddr6-128-bit-dx12-ekran-karti-fiyatlari,1203682050",Gigabyte Radeon RX6600XT Gaming OC PRO 8G GV-R66XTGAMINGOC PRO-8GD 8 gb GDDR6 128 bit DX12 Ekran Kartı,9011.55,10342.0,16.313,2,42,497,315
2.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-amd-radeon-rx-550-double-dissipation-rx-550p2pfg5-2gb-gddr5-128-bit-dx12-gaming-ekran-karti-fiyatlari,780228820",Xfx Amd Radeon Rx 550 Double Dissipation RX-550P2PFG5 2GB GDDR5 128 Bit DX12 Gaming Ekran Kartı,1777.77,3339.0,2.701,0,517,133,305
6.0,NVIDIA,GeForce GTX 1660 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-tuf-gtx1660ti-o6g-evo-gaming-geforce-gtx-1660-ti-tuf-evo-gaming-6-gb-gddr6-192-bit-nvidia-ekran-karti-fiyatlari,1706505309",Asus TUF-GTX1660TI-O6G-EVO-GAMING Geforce GTX 1660 Ti TUF Evo Gaming 6 GB GDDR6 192 Bit NVIDIA Ekran Kartı,6099.0,6899.0,11.913,0,475,247,275
8.0,NVIDIA,GeForce RTX 3070 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3070-ti-gaming-x-trio-8gb-256bit-gddr6x-pci-express-x16-ekran-karti-rtx-3070-ti-gaming-x-trio-fiyatlari,888458941",MSI GeForce RTX 3070 TI GAMING X TRIO 8GB 256Bit GDDR6X PCI-Express x16 Ekran Kartı (RTX 3070 TI GAMING X TRIO),20849.0,21723.0,23.741,2,351,519,154
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-quadro-gtx1050ti-4gd5-4-gb-nvidia-gtx1050ti-4gd5-gddr5-128-bit-hdmi-dvi-displayport-ekran-karti-fiyatlari,344550338",Quadro GTX1050TI-4GD5 4 GB NVIDIA GTX1050Tİ 4GD5 GDDR5 128 BİT HDMI DVI DisplayPort Ekran Kartı,3898.97,4145.0,6.296,0,221,44,347
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gt-1030-2gb-oc-64bit-gddr5-2gh-lp-ekran-karti-fiyatlari,46000812",MSI GT 1030 2GB OC 64Bit GDDR5 2GH-LP Ekran Kartı,1499.0,2099.0,2.507,0,189,169,290
,,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-seclife-gt730-2gb-ddr3-128bit-ekran-karti-fiyatlari,351071196",Seclife GT730 2GB DDR3 128Bit Ekran Kartı,998.52,1205.0,9.641,0,228,462,158
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-69xtaqfd9-speedster-swft-319-amd-radeon-rx6900xt-core-16-gb-gddr6-256-bit-dx12-ekran-karti-fiyatlari,1112559050",XFX RX-69XTAQFD9 Speedster SWFT 319 AMD Radeon RX6900XT Core 16 GB GDDR6 256 Bit DX12 Ekran Kartı,19542.11,20606.0,26.814,2,467,127,487
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-turbox-pirate-myth-r-gt740-nvidia-gddr5-128-bit-tek-fan-2-gb-ekran-karti-fiyatlari,874995959",Turbox Pirate Myth R GT740 Nvidia GDDR5 128 Bit Tek Fan 2 GB Ekran Kartı,1285.34,1339.0,9.641,0,133,106,215
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-geforce-rtx-3050-8g-ph-rtx3050-8g-8gb-gddr6-128bit-dx12-gaming-ekran-karti-fiyatlari,1364892288",Asus Phoenix GeForce RTX 3050 8G PH-RTX3050-8G 8GB GDDR6 128Bit DX12 Gaming Ekran Kartı,7526.16,8030.0,12.709,0,101,12,254
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-rog-strix-lc-rx-6900-xt-t16g-gaming-16-gb-gddr6-256-bit-2525-mhz-oc-1-hdmi-2-dp-ve-1-type-c-rgb-ekran-karti-fiyatlari,1048772602",Asus Radeon Rog Strix LC RX 6900 XT T16G Gaming 16 GB GDDR6 256 Bit 2525 Mhz OC 1 HDMI 2 DP ve 1 Type-C Rgb Ekran Kartı,26248.0,30874.0,26.814,1,36,468,58
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af730-4096d3l6-4-gb-ddr3-128-bit-geforce-gt730-ekran-karti-fiyatlari,1109776245",Afox AF730-4096D3L6 4 GB DDR3 128 Bit Geforce GT730 Ekran Kartı,1441.96,1605.0,9.641,0,215,11,76
8.0,AMD,Radeon RX 6600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-66xt8lbdq-speedster-qick308-radeon-8-gb-gddr6-hdmi-3xdp-amd-rdna-2-rx-6600-xt-black-oyun-grafik-karti-fiyatlari,1051225956",XFX RX-66XT8LBDQ Speedster QICK308 Radeon 8 GB GDDR6 HDMI 3xDP AMD RDNA 2 RX 6600 XT Black Oyun Grafik Kartı,7881.42,13140.0,16.313,2,198,202,436
6.0,NVIDIA,Quadro RTX 8000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcnrtxa2000-sb-quadro-a2000-6gb-gddr6-192bit-ekran-karti-fiyatlari,1021747165",Pny VCNRTXA2000-SB Quadro A2000 6gb GDDR6 192bit Ekran Kartı,13188.0,17236.0,19.75,2,202,110,224
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-vga-geforce-gt-1030-2ghd4-lp-oc-gt1030-2gb-ddr4-64b-ekran-karti-fiyatlari,938180106",Msi Vga Geforce GT 1030 2GHD4 LP OC GT1030 2GB DDR4 64B Ekran Kartı,1872.65,2215.0,2.507,0,189,159,542
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-radeon-rx-6700-xt-12gb-192-bit-gddr6-gv-r67xtgaming-oc-12gd-ekran-karti-fiyatlari,763888607",Gigabyte Radeon RX 6700 XT 12GB 192-bit GDDR6 GV-R67XTGAMING OC-12GD Ekran Kartı,14289.0,21156.0,19.6,2,545,545,270
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gt-1030-2ghd4-lp-oc-2gb-ddr4-64bit-nvidia-ekran-karti-fiyatlari,897105336",MSI GEFORCE GT 1030 2GHD4 LP OC 2GB DDR4 64bit NVIDIA Ekran Kartı,1949.0,2275.0,2.507,0,187,331,122
2.0,AMD,Radeon R9 290,"https://www.cimri.com/ekran-kartlari/en-ucuz-seclife-radeon-r5-220-2gb-ddr3-64bit-dvi-hdmi-vga-ekran-karti-fiyatlari,627390164",Seclife Radeon R5 220 2GB DDR3 64Bit DVI HDMI VGA Ekran Kartı,706.84,799.0,8.408,0,507,425,193
6.0,NVIDIA,GeForce RTX 2060,"https://www.cimri.com/ekran-kartlari/en-ucuz-arktek-akn2060d6s6gh1-hyperion-rtx2060-6gb-gddr6-192bit-2xfan-1xdp-1xhdmi-1xdvi-ekran-karti-fiyatlari,1078632955",Arktek AKN2060D6S6GH1 Hyperion RTX2060 6Gb GDDR6 192Bit 2xFAN 1xDP 1xHDMI 1xDVI Ekran Kartı,7394.1,8260.0,14.058,0,346,236,111
2.0,NVIDIA,Quadro P4200,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-nvidia-quadro-p400-2gb-64bit-ddr3-ekran-karti-fiyatlari,47705455",Pny Nvidia Quadro P400 2GB 64Bit DDR3 Ekran Kartı,2844.84,3184.0,10.351,0,486,445,400
2.0,AMD,Radeon R9 290,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-radeon-r5-220-2gb-ddr3-64bit-dx11-gaming-ekran-karti-fiyatlari,1527565850",Afox Radeon R5 220 2GB DDR3 64Bit DX11 Gaming Ekran Kartı,811.17,859.0,8.408,0,538,190,425
16.0,AMD,Radeon RX 6800 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-rx-68xtaqfd9-speedster-swft-319-rx-6800-xt-core-16-gb-gaming-ekran-karti-fiyatlari,1091717099",XFX RX-68XTAQFD9 Speedster Swft 319 Rx 6800 Xt Core 16 GB Gaming Ekran Kartı,17516.93,18140.0,24.655,2,487,50,465
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-evga-geforce-gtx-1660-super-sc-ultra-gaming-06g-p4-1068-kr-6gb-192-bit-gddr6-ekran-karti-fiyatlari,603610383",Evga GeForce GTX 1660 Super SC Ultra Gaming 06G-P4-1068-KR 6GB 192 Bit GDDR6 Ekran Kartı,5090.0,5279.0,12.79,0,475,345,275
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-arktek-akn730d3s4gl1-cyclops-gt730-4-gb-gddr3-128bit-1xhdmi-1xdvi-1xanalog-ekran-karti-fiyatlari,1078633437",Arktek AKN730D3S4GL1 Cyclops GT730 4 Gb GDDR3 128Bit 1xHDMI 1xDVI 1xAnalog Ekran Kartı,1620.6,1848.0,9.641,0,218,199,486
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-inno3d-geforce-rtx-3060-ti-twin-x2-oc-8gb-gddr6-256-bit-ekran-karti-fiyatlari,686807208",Inno3D GeForce RTX 3060 Ti Twin X2 OC 8GB GDDR6 256 Bit Ekran Kartı,11549.34,11650.0,20.544,2,526,526,272
8.0,AMD,Radeon RX 6600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-amd-radeon-rx-6600-xt-speedster-swft-210-rx-66xt8dfdq-gddr6-8gb-ekran-karti-fiyatlari,1007664646",XFX AMD Radeon RX 6600 XT Speedster SWFT 210 RX-66XT8DFDQ GDDR6 8GB Ekran Kartı,8443.0,8549.0,16.313,2,93,435,535
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-quadro-gt730-4gd3l-gt-730-4gb-ddr3-128bit-pci-e-3-0-ekran-karti-fiyatlari,1664239849",Quadro Gt730-4gd3l Gt 730 4gb Ddr3 128bit Pcı-e 3.0 Ekran Kartı,1597.57,1887.0,9.641,0,228,486,214
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-vga-geforce-gtx-1050-ti-aero-4gb-ekran-karti-fiyatlari,49295027",MSI VGA GeForce GTX 1050 Ti AERO 4GB Ekran Kartı ,4509.0,4679.0,6.296,0,100,523,115
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-rx6500xt-mech-2x-oc-4-gb-64b-gddr6-ekran-karti-fiyatlari,1391652772",MSI RX6500XT Mech 2X OC 4 GB 64B GDDR6 Ekran Kartı,4350.0,4732.0,9.419,0,383,384,410
6.0,NVIDIA,Quadro RTX 8000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-vcnrtxa2000-pb-quadro-a2000-6-gb-gddr-6-192-bit-ekran-karti-fiyatlari,1078977170",Pny VCNRTXA2000-PB Quadro A2000 6 GB GDDR 6 192 Bit Ekran Kartı,7009.22,11796.0,19.75,2,324,185,436
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-seclife-geforce-gt740-lp-4gb-ddr3-128b-1xvga-1xhdmi-1xdvi-ekran-karti-fiyatlari,1072894932",Seclife Geforce GT740 LP 4GB DDR3 128B 1XVGA 1XHDMI 1XDVI Ekran Kartı,1514.09,1648.0,9.641,0,274,119,293
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af740-4096d3l3-geforce-gt740-4-gb-ddr3-128-bit-ekran-karti-fiyatlari,1109776341",Afox AF740-4096D3L3 Geforce GT740 4 GB DDR3 128 Bit Ekran Kartı,1495.92,1741.0,9.641,0,184,311,235
