Bellek Boyutu(GB),İşlemci Üreticisi,Ekran Kartı Modeli,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ekran Kartı Skoru,Cluster Label,Cosine Similar,1.NearestNeighbor,2.NearestNeighbor
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-gt730-4gb-ddr3-128bit-ekran-karti-fiyatlari,711355141",Biostar GT730 4GB DDR3 128BİT Ekran Kartı,1523.04,1675.0,9.641,0,236,293,203
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-730-2gb-128bit-ddr3-dx11-pci-e-2-0-ekran-karti-n730-2gd3-fiyatlari,681962391",MSI Nvidia GeForce GT 730 2GB 128bit DDR3 (DX11) PCI-E 2.0 Ekran Kartı (N730-2GD3),1633.11,1986.0,9.641,0,102,83,259
4.0,AMD,Radeon RX 560,"https://www.cimri.com/ekran-kartlari/en-ucuz-axle-radeon-rx560-4-gb-128-bit-ddr5-single-fan-ekran-karti-fiyatlari,927425200",Axle Radeon RX560 4 GB 128 Bit DDR5 Single Fan Ekran Kartı,3425.08,4202.0,3.629,0,477,268,393
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-izoly-amd-radeon-rx550-4gb-gddr5-128bit-dvihdmidp-pci-express-3-0-ekran-karti-fiyatlari,1134496261",İzoly AMD Radeon RX550 4GB GDDR5 128Bit DVI+HDMI+DP PCI-Express 3.0 Ekran Kartı,1939.21,1999.0,2.701,0,462,423,287
10.0,NVIDIA,GeForce RTX 3080,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3080-gaming-z-trio-10g-10gb-gddr6x-320-bit-ekran-karti-fiyatlari,848764041",MSI GeForce RTX 3080 Gaming Z Trio 10G 10GB GDDR6X 320 Bit Ekran Kartı,21999.0,22039.0,25.389,2,41,41,429
24.0,NVIDIA,GeForce RTX 3090 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-24-gb-rtx3090ti-gaming-x-trio-gddr6x-384-bit-hdmi-dp-pcie-16x-v4-0-ekran-karti-fiyatlari,1730956059",MSI 24 GB RTX3090TI Gaming X Trio GDDR6X 384 Bit HDMI DP PCIE 16X V4.0 Ekran Kartı,49501.9,51033.0,29.847,1,501,405,430
,,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-nvidia-geforce-gt-1030-2gb-64bit-gddr5-gv-n1030d5-2gl-ekran-karti-fiyatlari,59884410",Gigabyte Nvidia GeForce GT 1030 2GB 64Bit GDDR5 GV-N1030D5-2GL Ekran Kartı,2079.0,2431.0,2.507,0,417,448,284
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-radeon-rx-6900-xt-gaming-oc-16g-gv-r69xtgaming-oc-16gd-16gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,1233146045",Gigabyte Radeon RX 6900 XT Gaming OC 16G GV-R69XTGAMING OC-16GD 16GB GDDR6 256Bit DX12 Gaming Ekran Kartı,26900.0,27699.0,26.814,1,127,24,231
32.0,AMD,Radeon Pro WX 8200,"https://www.cimri.com/ekran-kartlari/en-ucuz-hp-340k7aa-radeon-pro-w6800-32-gb-gddr-6-256-gb-6-mdp-ekran-karti-fiyatlari,1517684609",HP 340K7AA Radeon Pro W6800 32 GB Gddr 6 256 GB 6 mdp Ekran Kartı,67280.43,71351.0,13.926,1,244,430,286
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-gt1030-gt1030-sl-2gd4-brk-2gb-ddr4-ekran-karti-fiyatlari,982422934",Asus GT1030 GT1030-SL-2GD4-BRK 2GB DDR4 Ekran Kartı,2142.18,2160.0,2.507,0,316,542,187
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-powercolor-red-dragon-rx550-axrx-550-4gbd5-hle-4gb-128bit-gddr5-hdmi-pci-express-3-0-ekran-karti-fiyatlari,1192837302",PowerColor Red Dragon RX550 AXRX 550 4GBD5-HLE 4GB 128Bit GDDR5 HDMI Pci-Express 3.0 Ekran Kartı,2299.0,2963.0,2.701,0,284,517,232
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gt730-4gb-n730k-4gd3oc-ddr3-64bit-hdmi-dvi-pcie-16x-v2-0-ekran-karti-fiyatlari,914107257",Msı GT730 4gb N730K-4GD3/OC Ddr3 64BIT HDMI DVI Pcıe 16X V2.0 Ekran Kartı,2473.72,2491.0,9.641,0,507,471,134
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gtx-1650-4gb-1620mhz-gddr6-dx12-pci-express-3-0-ekran-karti-ph-gtx1650-4gd6-fiyatlari,646766163",Asus GeForce GTX 1650 4GB 1620MHz GDDR6 DX(12) PCI-Express 3.0 Ekran Kartı (PH-GTX1650-4GD6),4541.52,5166.0,7.838,0,38,203,119
8.0,AMD,Radeon RX 6600,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-radeon-rx-6600-armor-8-g-8-gb-gddr6-128-bit-ekran-karti-fiyatlari,1088406782",MSI Radeon RX 6600 Armor 8 G 8 GB GDDR6 128 Bit Ekran Kartı,6294.33,10262.0,14.941,2,383,383,124
12.0,NVIDIA,GeForce RTX 2060 12GB,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-nvidia-geforce-rtx-2060-ghost-ne62060018k9-1160l-12-gb-gddr6-192-bit-ekran-karti-fiyatlari,1295034866",Gainward NVIDIA GeForce RTX 2060 Ghost NE62060018K9-1160L 12 GB GDDR6 192 Bit Ekran Kartı,13500.0,13825.0,15.829,2,62,120,29
4.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-vga-n730k-4gd3oc-gt730k-4-gb-ddr3-64b-dx12-pcie-2-0-x16-1x-vga-1x-dvi-1x-hdmi-gaming-ekran-karti-fiyatlari,1045456767",MSI VGA N730K-4GD3/OC GT730K 4 GB DDR3 64B DX12 PCIE 2.0 X16 1X VGA 1X DVI 1X HDMI Gaming Ekran Kartı,2632.28,2633.0,9.641,0,297,91,166
6.0,NVIDIA,GeForce GTX 1660 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-ghost-ne6166t018j9-1160l-gtx1660ti-lhr-6-gb-gddr6-192bit-2x-fan-1x-dp-1x-hdmi-1x-dvi-ekran-karti-fiyatlari,1260659503",Gainward Ghost NE6166T018J9-1160L GTX1660TI LHR 6 GB GDDR6 192BIT 2x FAN 1x DP 1x HDMI 1x DVI Ekran Kartı,6405.2,6498.0,11.913,0,296,373,96
6.0,NVIDIA,GeForce GTX 1660 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gtx1660-super-ventus-xs-oc-6-gb-ddr6-192-bit-1xhdmi-3xdp-ekran-karti-fiyatlari,648880167",MSI GTX1660 Super Ventus XS OC 6 GB DDR6 192 Bit 1XHDMI 3XDP Ekran Kartı,6444.91,6731.0,12.79,0,478,549,70
6.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-gtx1660-ventus-xs-oc-6gb-ekran-karti-fiyatlari,193270823",MSI GeForce GTX1660 Ventus XS OC 6GB Ekran Kartı,7298.08,8914.0,11.753,0,446,245,56
1.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-biostar-nvidia-geforce-210-g210-1gb-d3-lp-1-gb-ddr3-64-bit-ekran-karti-fiyatlari,883623220",Biostar NVIDIA GeForce 210 G210-1GB D3 LP 1 GB DDR3 64 Bit Ekran Kartı,691.42,738.0,2.507,0,418,314,418
4.0,NVIDIA,GeForce GTX 1050 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-phoenix-ph-gtx1050ti-4g-4gb-128bit-gddr5-ekran-karti-asus-fiyatlari,702537973",Asus Phoenix PH-GTX1050Ti-4G 4GB 128Bit GDDR5 Ekran Kartı ASUS,4674.8,5323.0,6.296,0,13,441,408
4.0,AMD,Radeon RX 6400,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-radeon-rx-6400-aero-itx-4g-4-gb-gddr6-64-bit-dx12-gaming-ekran-karti-fiyatlari,1717156543",MSI Radeon RX 6400 Aero ITX 4G 4 GB GDDR6 64 Bit DX12 Gaming Ekran Kartı,3599.0,4615.0,7.307,0,525,256,525
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gt730-4h-sl-2gd5-2-gb-gddr5-64-bit-4x-hdmi-low-profil-ekran-karti-fiyatlari,1239849049",Asus Geforce GT730 4H SL 2GD5 2 GB GDDR5 64 Bit 4x HDMI Low Profil Ekran Kartı,2112.94,2230.0,9.641,0,318,116,439
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-zt-t16520f-10l-geforce-gtx1650-gaming-oc-4-gb-gddr6-128-bit-gddr6-4-gb-ekran-karti-fiyatlari,1112559015",Zotac ZT-T16520F-10L Geforce GTX1650 Gaming OC 4 GB GDDR6 128 Bit GDDR6 4 GB Ekran Kartı,4357.71,4538.0,7.838,0,25,371,208
2.0,NVIDIA,GeForce GTX 480,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-geforce-af420-2048d3l5-gt420-2gb-ddr3-128b-ekran-karti-fiyatlari,1038973416",Afox Geforce AF420-2048D3L5 GT420 2GB DDR3 128B Ekran Kartı,1157.14,1182.0,4.083,0,239,174,133
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-rx550-4gb-afrx550-4096d5h3-128bit-hdmi-dvi-dp-pcie-16x-v3-0-gddr5-ekran-karti-fiyatlari,755013932",Afox RX550 4GB AFRX550-4096D5H3 128bit HDMI DVI DP PCIe 16X v3.0 GDDR5 Ekran Kartı,2507.05,2582.0,2.701,0,284,364,226
4.0,AMD,Radeon RX 550,"https://www.cimri.com/ekran-kartlari/en-ucuz-elsa-phantom-amd-radeon-rx-550-4gb-gddr5-128-bit-single-fan-rx550-2gd5-ekran-karti-fiyatlari,728374314",Elsa Phantom Amd Radeon RX 550 4GB GDDR5 128 Bit Single Fan RX550-2GD5 Ekran Kartı,2818.43,3813.0,2.701,0,207,308,392
1.0,AMD,Radeon R9 290,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-radeon-r5-220-afr5220-1024d3l9-1-gb-ddr3-64-bit-ekran-karti-fiyatlari,1069340601",Afox Radeon R5 220 AFR5220-1024D3L9 1 GB DDR3 64 Bit Ekran Kartı,789.22,847.0,8.408,0,530,392,307
8.0,AMD,Radeon RX 6600,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-gv-r66eagle-8gd-radeon-rx-6600-eagle-8gb-grafik-karti-fiyatlari,1045926766",Gigabyte GV-R66EAGLE-8GD Radeon RX 6600 Eagle 8GB Grafik Kartı,6561.04,6999.0,14.941,2,382,456,230
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-powercolor-red-devil-rx6900xt-16gb-gddr6-256bit-ekran-karti-fiyatlari,711289761",Powercolor Red Devil RX6900XT 16GB GDDR6 256BİT Ekran Kartı,19499.0,19749.0,26.814,2,449,487,94
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-tuf-gtx1650-o4gd6-gaming-4gb-gddr6-128-bit-1680-mhz-7680x4320-dvi-hdmi-dp-ekran-karti-fiyatlari,632264700",Asus TUF-GTX1650-O4GD6-GAMING 4Gb GDDR6 128-Bit 1680 Mhz 7680X4320 Dvi-Hdmi-Dp Ekran Kartı,5249.0,5258.0,7.838,0,216,204,235
4.0,AMD,Radeon RX 6500 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-powercolor-fighter-rx6500xt-oc-axrx-6500xt-4gbd6-dhoc-4gb-64bit-gddr6-ekran-karti-fiyatlari,1434639108",PowerColor Fighter RX6500XT OC AXRX 6500XT 4GBD6-DH/OC 4GB 64Bit GDDR6 Ekran Kartı,3879.82,3990.0,9.419,0,201,131,98
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-nvidia-geforce-gtx-1650-ghost-ne5165001bg1-1171d-4-gb-gddr5-128-bit-ekran-karti-fiyatlari,945814515",Gainward NVIDIA GeForce GTX 1650 Ghost NE5165001BG1-1171D 4 GB GDDR5 128 Bit Ekran Kartı,4699.99,4828.0,7.838,0,278,327,417
1.0,AMD,Radeon HD 8950,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-af5450-1024d3l4-hd5450-1gb-ddr3-64bit-ekran-karti-fiyatlari,785404325",Afox AF5450-1024D3L4 HD5450 1GB DDR3 64Bit Ekran Kartı,1099.0,1132.0,2.315,0,118,418,300
8.0,NVIDIA,GeForce RTX 2060 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-evga-geforce-08g-p4-3062-kr-rtx2060-sc-black-gaming-8gb-gddr6-256bit-nvidia-ekran-karti-fiyatlari,489385869",Evga GeForce 08G-P4-3062-KR RTX2060 SC Black Gaming 8GB GDDR6 256Bit Nvidia Ekran Kartı,7999.0,9497.0,16.597,2,402,497,173
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-nvidia-geforce-gt1030-sl-2gd4-brk-2-gb-ddr4-64-bit-ekran-karti-fiyatlari,981299640",Asus NVIDIA GeForce GT1030-SL-2GD4-BRK 2 GB DDR4 64 Bit Ekran Kartı,2163.99,2402.0,2.507,0,290,329,153
,,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-710-2gb-64bit-ddr3-2gd3h-h2d-ekran-karti-fiyatlari,40707466",MSI Nvidia GeForce GT 710 2GB 64Bit DDR3 2GD3H-H2D Ekran Kartı,1309.49,1339.0,9.641,0,106,38,313
2.0,NVIDIA,GeForce GTX 970,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gt730-sl-2gd5-brk-ekran-karti-fiyatlari,1663712294",Asus Geforce GT730-SL-2GD5-BRK Ekran Kartı,2012.81,2131.0,9.641,0,83,439,116
12.0,AMD,Radeon RX 6700 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-amd-radeon-rx6700xt-gv-r67xteagle-12gd-12-gb-16000-mhz-gddr6-192-bit-ekran-karti-fiyatlari,776503055",Gigabyte AMD Radeon RX6700XT GV-R67XTEAGLE-12GD 12 GB 16000 MHz GDDR6 192 Bit Ekran Kartı,11987.99,12407.0,19.6,2,545,16,68
4.0,NVIDIA,T1000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-quadro-p1000-dvi-vcqp1000dvi-pb-4gb-gddr5-128bit-dx12-ekran-karti-fiyatlari,468719451",PNY Quadro P1000 DVI VCQP1000DVI-PB 4GB GDDR5 128Bit DX12 Ekran Kartı,7884.85,8192.0,7.703,0,90,416,155
6.0,NVIDIA,GeForce GTX 1660,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-zt-t16600k-10m-nvidia-geforce-gtx-1660-6-gb-gddr5-ekran-karti-fiyatlari,627706568",Zotac ZT-T16600K-10M Nvidia GeForce GTX 1660 6 GB GDDR5 Ekran Kartı,12243.1,12339.0,11.753,0,126,346,69
2.0,NVIDIA,Quadro T2000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-quadro-t400-2gb-gddr6-mdp-64bit-vcnt400-pb-fiyatlari,924270309",Pny Quadro T400 2gb Gddr6 Mdp 64bit Vcnt400-Pb,3174.32,3352.0,7.186,0,131,243,193
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-ph-gtx1650-o4gd6-4gb-128bit-gddr6-ekran-karti-fiyatlari,1160514414",Asus PH-GTX1650-O4GD6 4GB 128Bit GDDR6 Ekran Kartı,4630.0,4955.0,7.838,0,216,216,442
16.0,NVIDIA,Quadro RTX 4000,"https://www.cimri.com/ekran-kartlari/en-ucuz-pny-quadro-pny-vcnrtxa4000-pb-ekran-karti-fiyatlari,984289043",Pny Quadro PNY-VCNRTXA4000-PB Ekran Kartı,28899.0,30485.0,15.471,2,90,532,520
2.0,AMD,Radeon R9 390,"https://www.cimri.com/ekran-kartlari/en-ucuz-afox-afr5230-2048d3l9-2-gb-r5-230-ddr3-64-bit-hdmi-dvi-pcie-16x-v2-0-ekran-karti-fiyatlari,1483772413",Afox AFR5230-2048D3L9 2 GB R5 230 Ddr3 64 Bit HDMI Dvı Pcie 16x V2.0 Ekran Kartı,879.99,900.0,9.073,0,257,480,280
16.0,AMD,Radeon RX 6900 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-gigabyte-amd-radeon-rx-6900-xt-aorus-master-2-0-gv-r69xtaorus-m-16gd-2-0-16-gb-gddr6-256-bit-ekran-karti-fiyatlari,1840983907",Gigabyte AMD Radeon RX 6900 XT Aorus Master 2.0 GV-R69XTAORUS M-16GD 2.0 16 GB GDDR6 256 Bit Ekran Kartı,25161.95,27022.0,26.814,1,162,288,24
4.0,NVIDIA,GeForce GTX 1650,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-geforce-gtx-1650-phoenix-oc-4g-gddr5-128-bit-ekran-karti-fiyatlari,1154169425",Asus GeForce GTX 1650 Phoenix OC 4G GDDR5 128 Bit Ekran Kartı,4779.0,4822.0,7.838,0,246,313,417
12.0,NVIDIA,GeForce RTX 3060,"https://www.cimri.com/ekran-kartlari/en-ucuz-colorful-nvidia-geforce-rtx3060-cg10-06-gddr6-192bit-12gb-ekran-karti-fiyatlari,1031956148",Colorful Nvidia GeForce RTX3060 CG10-06 GDDR6 192Bit 12GB Ekran Kartı,10209.5,10904.0,17.156,2,277,39,140
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-gt1030-sl-2gd4-brk-2gb-64bit-dr4-hdmi-dvi-pci-3-0-ekran-karti-fiyatlari,1069693645",Asus GT1030-SL-2GD4-BRK 2GB 64BİT DR4 HDMI DVI PCI 3.0 Ekran Kartı,2352.47,2352.0,2.507,0,290,153,206
8.0,NVIDIA,GeForce RTX 3050,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-rtx3050-ventus-2x-oc-8-gb-128b-gddr-ekran-karti-fiyatlari,1391654724",MSI Rtx3050 Ventus 2X OC 8 GB 128B GDDR Ekran Kartı,7576.75,9701.0,12.709,0,201,396,385
2.0,NVIDIA,GeForce GT 1030,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gt-1030-2gh-lp-oc-2gb-64-bit-gddr4-dx12-pci-e-3-0-ekran-karti-fiyatlari,1672676637",MSI NVIDIA GeForce GT 1030 2GH LP OC 2GB 64 bit GDDR4 DX(12) PCI-E 3.0 Ekran Kartı,2199.0,2278.0,2.507,0,189,189,122
24.0,NVIDIA,Quadro RTX 5000,"https://www.cimri.com/ekran-kartlari/en-ucuz-nvidia-vcnrtxa5000-sb-rtx-a5000-24gb-ekran-karti-fiyatlari,1153971776",Nvidia VCNRTXA5000-SB RTX A5000 24GB Ekran Kartı,49500.0,52299.0,16.255,1,335,335,104
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-geforce-rtx-3070-phantom-lhr-ne63070019p2-1040m-8gb-gddr6-256-bit-ekran-karti-fiyatlari,1042275127",Gainward GeForce RTX 3070 Phantom+ LHR NE63070019P2-1040M 8GB GDDR6 256 Bit Ekran Kartı,28129.03,29064.0,22.449,2,334,333,461
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-gainward-geforce-rtx-3070-phantom-lhr-ne63070019p2-1040m-8gb-gddr6-256-bit-ekran-karti-fiyatlari,1042275127",Gainward GeForce RTX 3070 Phantom+ LHR NE63070019P2-1040M 8GB GDDR6 256 Bit Ekran Kartı,28129.03,29064.0,22.449,2,333,333,461
24.0,NVIDIA,Quadro RTX 5000,"https://www.cimri.com/ekran-kartlari/en-ucuz-nvidia-vcnrtxa5000-pb-rtx-a5000-24gb-ekran-karti-fiyatlari,1153971777",Nvidia VCNRTXA5000-PB RTX A5000 24GB Ekran Kartı,51255.0,52325.0,16.255,1,332,332,104
12.0,NVIDIA,GeForce RTX 2060 12GB,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rtx2060-12g-evo-12gb-192bit-gddr6-pci-express-3-0-ekran-karti-fiyatlari,1371247355",Asus DUAL RTX2060 12G EVO 12GB 192Bit GDDR6 PCi-Express 3.0 Ekran Kartı,13699.0,13711.0,15.829,2,515,375,29
8.0,NVIDIA,GeForce GTX 1070 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-nvidia-geforce-gtx-1070-ti-8gb-256bit-gddr5-dx12-strix-gtx1070ti-8g-gaming-ekran-karti-fiyatlari,60096282",Asus ROG STRIX Nvidia GeForce GTX 1070 TI 8GB 256Bit GDDR5 DX12 STRIX-GTX1070TI-8G-GAMING Ekran Kartı,225.0,225.0,14.669,0,340,382,491
4.0,AMD,Radeon RX 580,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-dual-rx580-oc-edition-4gb-gddr5-256bit-ekran-karti-fiyatlari,150401224",Asus Dual RX580 OC Edition 4GB GDDR5 256Bit Ekran Kartı,380.88,381.0,8.928,0,13,408,253
8.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-radeon-rx-580-8gb-256bit-gddr5-dual-rx580-o8g-ekran-karti-fiyatlari,45210177",Asus Radeon RX 580 8GB 256Bit GDDR5 DUAL-RX580-O8G Ekran Kartı,7500.0,7500.0,,0,345,56,549
8.0,NVIDIA,GeForce GTX 1070,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-nvidia-geforce-gtx-1070-oc-8gb-256bit-gddr5-dx12-strix-gtx1070-o8g-gaming-ekran-karti-fiyatlari,30005868",Asus ROG STRIX Nvidia GeForce GTX 1070 OC 8GB 256Bit GDDR5 DX12 STRIX-GTX1070-O8G-GAMING Ekran Kartı,225.0,225.0,13.535,0,337,126,299
3.0,NVIDIA,GeForce GTX 1060,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-nvidia-geforce-gtx-1060-gaming-x-3gb-oc-192bit-gddr5-ekran-karti-fiyatlari,40555386",MSI Nvidia GeForce  GTX 1060 GAMING X 3GB OC 192Bit GDDR5 Ekran Kartı,5999.99,6000.0,10.069,0,361,250,368
8.0,NVIDIA,GeForce RTX 2060 SUPER,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-2060-super-ventus-gp-oc-8gb-gddr6-256bit-dx12-gaming-ekran-karti-fiyatlari,403103852",MSI GeForce RTX 2060 Super Ventus GP OC 8GB GDDR6 256Bit DX12 Gaming Ekran Kartı,6199.0,6349.0,16.597,2,431,124,548
8.0,AMD,Radeon RX 580,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-rx-580-armor-8-gb-256b-gddr5-ekran-karti-fiyatlari,76741899",MSI RX 580 ARMOR 8 GB 256b GDDR5 Ekran Kartı,370.0,370.0,8.928,0,294,356,531
8.0,NVIDIA,RTX A6000,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-geforce-rtx-3070-gaming-twin-edge-oc-white-zt-a30700j-10p-8gb-gddr6-256-bit-ekran-karti-fiyatlari,714230293",Zotac GeForce RTX 3070 Gaming Twin Edge OC White ZT-A30700J-10P 8GB GDDR6 256 Bit Ekran Kartı,600.0,600.0,22.129,2,504,23,40
8.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-xfx-amd-radeon-rx-580-xxx-edition-8gb-256bit-gddr5-rx-580p8dfd6-ekran-karti-fiyatlari,47323131",XFX Amd Radeon RX 580 XXX Edition 8GB 256Bit GDDR5 RX-580P8DFD6 Ekran Kartı,5995.0,5997.0,,0,339,195,275
6.0,NVIDIA,GeForce RTX 2060,"https://www.cimri.com/ekran-kartlari/en-ucuz-zotac-rtx2060-amp-6gb-gddr6-192bit-ekran-karti-fiyatlari,162513059",Zotac RTX2060 AMP 6GB GDDR6 192Bit Ekran Kartı,7948.92,7949.0,14.058,0,355,69,515
3.0,AMD,,"https://www.cimri.com/ekran-kartlari/en-ucuz-sapphire-r9-280x-ekran-karti-fiyatlari,802871",Sapphire R9-280X Ekran Kartı,380.88,381.0,,0,441,177,44
10.0,NVIDIA,GeForce RTX 3080,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-geforce-rtx-3080-oc-edition-rog-strix-rtx3080-o10g-gaming-10-gb-gddr6x-320-bit-ekran-karti-fiyatlari,672707546",Asus ROG Strix GeForce RTX 3080 OC Edition ROG-STRIX-RTX3080-O10G-GAMING 10 GB GDDR6X 320 Bit Ekran Kartı,30728.9,32306.0,25.389,2,532,465,50
6.0,AMD,Radeon RX 5600 XT,"https://www.cimri.com/ekran-kartlari/en-ucuz-asus-rog-strix-radeon-rx-5600-xt-t6g-6gb-gddr6-192-bit-rog-strix-rx5600xt-t6g-gaming-ekran-karti-fiyatlari,621979184",ASUS ROG STRIX Radeon RX 5600 XT T6G 6GB GDDR6 192 Bit ROG-STRIX-RX5600XT-T6G-GAMING Ekran Kartı,3367.0,3367.0,13.816,0,36,511,195
8.0,NVIDIA,GeForce RTX 3060 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-palit-geforce-rtx-3060-ti-dual-ne6306t019p2-190ad-8gb-gddr6-256-bit-ekran-karti-fiyatlari,686092163",Palit GeForce RTX 3060 Ti Dual NE6306T019P2-190AD 8GB GDDR6 256 Bit Ekran Kartı,12318.9,12319.0,20.544,2,526,95,171
8.0,NVIDIA,GeForce RTX 3070 Ti,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3070-ti-suprim-x-8gb-256bit-gddr6x-pci-express-x16-ekran-karti-rtx-3070-ti-suprim-x-fiyatlari,871107850",MSI GeForce RTX 3070 Ti SUPRIM X 8GB 256Bit GDDR6X PCI-Express x16 Ekran Kartı (RTX 3070 TI SUPRIM X),20499.0,20499.0,23.741,2,176,31,157
4.0,NVIDIA,,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-gaming-nvidia-geforce-gtx-1050-ti-4gb-128bit-gddr5-dx12-pci-e-3-0-ekran-karti-fiyatlari,42618312",MSI GAMING Nvidia GeForce GTX 1050 Ti 4GB 128Bit GDDR5 DX12 PCI-E 3.0 Ekran Kartı,4625.24,4625.0,,0,100,92,60
12.0,NVIDIA,GeForce RTX 3080 12GB,"https://www.cimri.com/ekran-kartlari/en-ucuz-evga-geforce-rtx-3080-i-ftw3-ultra-gaming-12gb-gddr6x-384bit-argb-ekran-karti-fiyatlari,884799797",EVGA GeForce RTX 3080 i FTW3 ULTRA GAMING 12GB GDDR6X 384Bit ARGB Ekran Kartı,22490.0,22490.0,26.783,2,360,428,537
8.0,NVIDIA,GeForce RTX 3070,"https://www.cimri.com/ekran-kartlari/en-ucuz-msi-geforce-rtx-3070-gaming-z-trio-8-gb-gddr6-256-bit-ekran-karti-fiyatlari,852337072",MSI GeForce RTX 3070 Gaming Z Trio 8 GB GDDR6 256 Bit Ekran Kartı,21999.0,21999.0,22.449,2,57,20,18
